1,131
2,182
3,173
4,152
5,173
6,177
7,146
8,185
9,175
10,132
11,132
12,186
13,166
14,137
15,140
16,170
17,146
18,176
19,136
20,150
21,161
22,186
23,167
24,176
25,141
26,137
27,154
28,139
29,148
30,139
31,145
32,173
33,181
34,174
35,137
36,158
37,134
38,184
39,145
40,176
41,160
42,130
43,187
44,187
45,157
46,136
47,138
48,132
49,153
50,176
51,155
52,131
53,168
54,157
55,182
56,168
57,164
58,176
59,160
60,181
61,189
62,143
63,172
64,130
65,151
66,181
67,170
68,185
69,146
70,130
71,131
72,132
73,133
74,134
75,135
76,136
77,137
78,138
79,139
80,140
81,141
82,142
83,143
84,144
85,145
86,146
87,147
88,148
89,149
90,150
91,151
92,152
93,153
94,154
95,155
96,156
97,157
98,158
99,159
100,160
101,161
102,162
103,163
104,164
105,165
106,166
107,167
108,168
109,169
110,170
111,171
112,172
113,173
114,174
115,175
116,176
117,177
118,178
119,179
120,180
121,181
122,182
123,183
124,184
125,185
126,186
127,187
128,188
129,189
130,216
131,190
132,194
133,197
134,191
135,192
136,208
137,190
138,217
139,218
140,195
141,209
142,206
143,195
144,201
145,200
146,198
147,206
148,200
149,206
150,208
151,208
152,197
153,198
154,208
155,194
156,215
157,204
158,204
159,198
160,190
161,191
162,192
163,193
164,194
165,195
166,196
167,197
168,198
169,199
170,200
171,201
172,202
173,203
174,204
175,205
176,206
177,207
178,208
179,209
180,210
181,211
182,212
183,213
184,214
185,215
186,216
187,217
188,218
189,219
190,221
191,232
192,221
193,225
194,232
195,222
196,229
197,227
198,220
199,221
200,227
201,222
202,231
203,227
204,221
205,220
206,221
207,222
208,223
209,224
210,225
211,226
212,227
213,228
214,229
215,230
216,231
217,232
218,233
219,234
220,236
221,235
222,235
223,237
224,240
225,239
226,235
227,238
228,235
229,236
230,237
231,238
232,239
233,240
234,241
235,242
236,243
237,244
238,243
239,244
240,244
241,242
