1,47867
2,49772
3,55020
4,49198
5,49666
6,52094
7,50713
8,50139
9,41312
10,43629
11,48520
12,45569
13,46606
14,46581
15,45402
16,54214
17,51777
18,42561
19,51649
20,45181
21,52413
22,44488
23,41669
24,52979
25,47791
26,41682
27,50273
28,50034
29,50913
30,51439
31,49922
32,41333
33,48667
34,46403
35,50326
36,44318
37,47617
38,45109
39,46887
40,41516
41,49154
42,53575
43,47346
44,42397
45,46439
46,48712
47,52343
48,41866
49,52000
50,52007
51,45514
52,53477
53,47936
54,49028
55,48153
56,51382
57,44615
58,49479
59,47038
60,51119
61,41497
62,52282
63,54307
64,48409
65,43213
66,47429
67,41924
68,46867
69,47330
70,41414
71,50260
72,46018
73,51724
74,42264
75,43719
76,44023
77,49920
78,54554
79,52215
80,52372
81,52891
82,48396
83,43657
84,44234
85,47014
86,42499
87,51611
88,47089
89,45365
90,52352
91,54318
92,48728
93,45280
94,44473
95,52673
96,47556
97,41515
98,52316
99,48561
100,42579
101,47248
102,49689
103,50177
104,52664
105,54662
106,41755
107,43875
108,46697
109,46295
110,47176
111,47540
112,43523
113,46317
114,41807
115,53700
116,47371
117,43034
118,44715
119,52782
120,49277
121,49190
122,51133
123,46784
124,47273
125,48306
126,54174
127,49389
128,53726
129,41290
130,50397
131,48779
132,47424
133,43360
134,51641
135,54194
136,48123
137,53007
138,52048
139,46820
140,47142
141,46500
142,51506
143,49613
144,42096
145,53658
146,43833
147,42359
148,47263
149,45415
150,51426
151,54927
152,51107
153,51714
154,47492
155,54153
156,50543
157,49718
158,48634
159,43331
160,41560
161,43541
162,51510
163,54885
164,47444
165,52418
166,45292
167,42710
168,48395
169,54338
170,52629
171,46885
172,46319
173,46833
174,52480
175,52544
176,51486
177,45920
178,47706
179,42692
180,50873
181,54619
182,43405
183,50945
184,49170
185,54864
186,42791
187,42623
188,46132
189,44627
190,52565
191,49087
192,49499
193,52531
194,47100
195,42893
196,44830
197,52213
198,51242
199,54186
200,41820
201,54036
202,54869
203,42781
204,43136
205,54312
206,47424
207,46096
208,54005
209,54389
210,52875
211,48076
212,51322
213,43666
214,50965
215,45994
216,53800
217,44815
218,49685
219,47301
220,53204
221,53688
222,51906
223,51822
224,45459
225,52899
226,42691
227,45092
228,51504
229,43278
230,45608
231,51962
232,42337
233,48873
234,53868
235,42689
236,53679
237,46013
238,54674
